date,stock_id,country,revenue,revenue_month,revenue_year,yoy,mom
2020-01-01,3017,Taiwan,3528511000,12,2019,,
2020-02-01,3017,Taiwan,3157840000,1,2020,,-10.505026057733701
2020-03-01,3017,Taiwan,2112601000,2,2020,,-33.09980873001799
2020-04-01,3017,Taiwan,2216110000,3,2020,,4.899600066458354
2020-05-01,3017,Taiwan,4219346000,4,2020,,90.39424938292775
2020-06-01,3017,Taiwan,4302681000,5,2020,,1.9750691220866923
2020-07-01,3017,Taiwan,3082797000,6,2020,,-28.35171838209711
2020-08-01,3017,Taiwan,3263265000,7,2020,,5.854034501785232
2020-09-01,3017,Taiwan,3302723000,8,2020,,1.2091570865375711
2020-10-01,3017,Taiwan,3482204000,9,2020,,5.4343340328571355
2020-11-01,3017,Taiwan,3491096000,10,2020,,0.25535551621904684
2020-12-01,3017,Taiwan,3501131000,11,2020,,0.28744554718633797
2021-01-01,3017,Taiwan,3533740000,12,2020,0.14819282127787048,0.9313847439584633
2021-02-01,3017,Taiwan,3551772000,1,2021,12.474729561979082,0.5102808921991997
2021-03-01,3017,Taiwan,2713182000,2,2021,28.428510636887893,-23.61046823951537
2021-04-01,3017,Taiwan,4333842000,3,2021,95.56077992518422,59.7328155648976
2021-05-01,3017,Taiwan,4484334000,4,2021,6.280309792086269,3.4724846914123697
2021-06-01,3017,Taiwan,4550590000,5,2021,5.76173320773723,1.4774992228500317
2021-07-01,3017,Taiwan,3713857000,6,2021,20.47037154895377,-18.387351969744582
2021-08-01,3017,Taiwan,3840049000,7,2021,17.675058568642132,3.397869115585217
2021-09-01,3017,Taiwan,3912085000,8,2021,18.450290866052033,1.8759135625613155
2021-10-01,3017,Taiwan,4020486000,9,2021,15.458083443704052,2.7709265008301287
2021-11-01,3017,Taiwan,4031968000,10,2021,15.492899650997849,0.2855873643136775
2021-12-01,3017,Taiwan,4130517000,11,2021,17.976648117422634,2.444191025325604
2022-01-01,3017,Taiwan,4050057000,12,2021,14.611063632298915,-1.9479401731066548
2022-02-01,3017,Taiwan,4352507000,1,2022,22.544662213678123,7.467796132251969
2022-03-01,3017,Taiwan,4048175000,2,2022,49.203960515733925,-6.992108226362415
2022-04-01,3017,Taiwan,4192159000,3,2022,-3.2692239357133945,3.556763232814797
2022-05-01,3017,Taiwan,4514840000,4,2022,0.6802793904289839,7.697250986901971
2022-06-01,3017,Taiwan,4532939000,5,2022,-0.3878837689178738,0.40087799346155695
2022-07-01,3017,Taiwan,4716273000,6,2022,26.991238488719404,4.044484163585693
2022-08-01,3017,Taiwan,4852129000,7,2022,26.355913687559717,2.8805796441385034
