date,stock_id,country,revenue,revenue_month,revenue_year,yoy,mom
2020-01-01,3131,Taiwan,205725000,12,2019,,
2020-02-01,3131,Taiwan,177088000,1,2020,,-13.920038886863528
2020-03-01,3131,Taiwan,159057000,2,2020,,-10.181943440549334
2020-04-01,3131,Taiwan,157889000,3,2020,,-0.7343279453277729
2020-05-01,3131,Taiwan,183570000,4,2020,,16.265224303149672
2020-06-01,3131,Taiwan,192067000,5,2020,,4.628751974723544
2020-07-01,3131,Taiwan,241676000,6,2020,,25.8290075858945
2020-08-01,3131,Taiwan,222561000,7,2020,,-7.909349707873348
2020-09-01,3131,Taiwan,206852000,8,2020,,-7.058289637447713
2020-10-01,3131,Taiwan,214805000,9,2020,,3.8447779088430334
2020-11-01,3131,Taiwan,217341000,10,2020,,1.1806056656036956
2020-12-01,3131,Taiwan,227520000,11,2020,,4.683423744254411
2021-01-01,3131,Taiwan,287244000,12,2020,39.62522785271601,26.249999999999996
2021-02-01,3131,Taiwan,235903000,1,2021,33.212301228767615,-17.873654454053
2021-03-01,3131,Taiwan,272741000,2,2021,71.47374840465997,15.615740367863062
2021-04-01,3131,Taiwan,241376000,3,2021,52.87702119843687,-11.499921170634408
2021-05-01,3131,Taiwan,270941000,4,2021,47.5954676690091,12.24852512263026
2021-06-01,3131,Taiwan,267135000,5,2021,39.08427788219735,-1.4047338719499813
2021-07-01,3131,Taiwan,265857000,6,2021,10.005544613449402,-0.47840979280139306
2021-08-01,3131,Taiwan,346626000,7,2021,55.74426786364188,30.380618151863594
2021-09-01,3131,Taiwan,305678000,8,2021,47.77618780577417,-11.81330886892501
2021-10-01,3131,Taiwan,331750000,9,2021,54.44240124764321,8.529236647714256
2021-11-01,3131,Taiwan,395213000,10,2021,81.84005778937247,19.129766390354174
2021-12-01,3131,Taiwan,348302000,11,2021,53.08632208157525,-11.86980185368396
2022-01-01,3131,Taiwan,376178000,12,2021,30.961134088092358,8.003399348840956
2022-02-01,3131,Taiwan,333540000,1,2022,41.38862159446892,-11.334527803327143
2022-03-01,3131,Taiwan,299408000,2,2022,9.777407870470523,-10.233255381663364
2022-04-01,3131,Taiwan,288625000,3,2022,19.574854169428612,-3.6014401752792136
2022-05-01,3131,Taiwan,274061000,4,2022,1.1515422176783918,-5.045993936769166
2022-06-01,3131,Taiwan,286719000,5,2022,7.331124712224146,4.618679782968016
2022-07-01,3131,Taiwan,327327000,6,2022,23.12145251018405,14.162995825180747
2022-08-01,3131,Taiwan,326458000,7,2022,-5.818374847818686,-0.2654837517222841
2022-09-01,3131,Taiwan,277863000,8,2022,-9.099444513507681,-14.885528919493474
2022-10-01,3131,Taiwan,297082000,9,2022,-10.450037678975132,6.916717950932649
2022-11-01,3131,Taiwan,385501000,10,2022,-2.457409042718739,29.762489817626104
2022-12-01,3131,Taiwan,357614000,11,2022,2.673541926259393,-7.2339630766197764
2023-01-01,3131,Taiwan,269178000,12,2022,-28.44398130672182,-24.729456900456913
