date,eps
2020-03-31,1.68
2020-06-30,4.09
2020-09-30,3.88
2020-12-31,3.22
2021-03-31,3.39
2021-06-30,1.52
2021-09-30,3.86
2021-12-31,4.35
2022-03-31,3.42
2022-06-30,4.15
2022-09-30,4.74
2022-12-31,2.37
2023-03-31,3.22
2023-06-30,2.78
2023-09-30,5.71
2023-12-31,2.57
2024-03-31,4.51
2024-06-30,7.24
2024-09-30,4.43
2024-12-31,5.18
2025-03-31,5.66
2025-06-30,1.75
2025-09-30,10.66
2025-12-31,10.13
