date,eps
2020-03-31,0.55
2020-06-30,1.61
2020-09-30,1.81
2020-12-31,1.45
2021-03-31,1.53
2021-06-30,2.25
2021-09-30,2.42
2021-12-31,2.01
2022-03-31,2.11
2022-06-30,3.1
2022-09-30,3.51
2022-12-31,3.06
2023-03-31,2.85
2023-06-30,3.18
2023-09-30,3.72
2023-12-31,4.36
2024-03-31,4.08
2024-06-30,5.08
2024-09-30,6.02
2024-12-31,6.03
2025-03-31,8.28
2025-06-30,10.3
2025-09-30,13.67
2025-12-31,16.92
