date,stock_id,country,revenue,revenue_month,revenue_year,yoy,mom
2024-10-01,3231,Taiwan,96903570000,9,2024,24.42299517256563,7.885650633775909
2024-11-01,3231,Taiwan,96284824000,10,2024,22.807687452595047,-0.6385172393545413
2024-12-01,3231,Taiwan,95242553000,11,2024,24.6052768553904,-1.082487308695712
2025-01-01,3231,Taiwan,105654212000,12,2024,41.441656999863994,10.931730273966922
2025-02-01,3231,Taiwan,90786162000,1,2025,34.898566595702874,-14.072368454179562
2025-03-01,3231,Taiwan,102714136000,2,2025,26.655227833295967,13.13853756699177
2025-04-01,3231,Taiwan,152984771000,3,2025,70.30271248093491,48.942275092495535
2025-05-01,3231,Taiwan,133703546000,4,2025,84.0561595100431,-12.60336233075121
2025-06-01,3231,Taiwan,208405603000,5,2025,162.14116226467726,55.87141047104316
2025-07-01,3231,Taiwan,209182302000,6,2025,135.59970858400536,0.37268623723134553
2025-08-01,3231,Taiwan,191725748000,7,2025,122.4442307601052,-8.345139064393702
2025-09-01,3231,Taiwan,172642595000,8,2025,92.2081785911341,-9.953359524772853
2025-10-01,3231,Taiwan,203436940000,9,2025,109.93750797829223,17.83704942572255
2025-11-01,3231,Taiwan,185061565000,10,2025,92.20221558487762,-9.032467259879152
2025-12-01,3231,Taiwan,280624451000,11,2025,194.6418823947317,51.63842962205578
2026-01-01,3231,Taiwan,255254817000,12,2025,141.59454901807416,-9.040421784201547
2026-02-01,3231,Taiwan,228366631000,1,2026,151.54343566148333,-10.533860365894675
2026-03-01,3231,Taiwan,284893080000,2,2026,177.36501624274968,24.752499413979614
