date,eps
2020-03-31,2.38
2020-06-30,3.55
2020-09-30,4.06
2020-12-31,3.93
2021-03-31,4.85
2021-06-30,5.06
2021-09-30,5.12
2021-12-31,8.45
2022-03-31,5.9
2022-06-30,6.2
2022-09-30,7.99
2022-12-31,5.22
2023-03-31,4.1
2023-06-30,5.33
2023-09-30,5.54
2023-12-31,6.57
2024-03-31,5.99
2024-06-30,7.04
2024-09-30,7.42
2024-12-31,8.61
2025-03-31,8.74
2025-06-30,7.05
2025-09-30,10.4
