date,stock_id,country,revenue,revenue_month,revenue_year,yoy,mom
2020-01-01,2330,Taiwan,103313138000,12,2019,,
2020-02-01,2330,Taiwan,103683135000,1,2020,,0.35813160568214375
2020-03-01,2330,Taiwan,93394449000,2,2020,,-9.923201106910973
2020-04-01,2330,Taiwan,113519599000,3,2020,,21.54855049254587
2020-05-01,2330,Taiwan,96001572000,4,2020,,-15.431720297038753
2020-06-01,2330,Taiwan,93819010000,5,2020,,-2.27346485534633
2020-07-01,2330,Taiwan,120877785000,6,2020,,28.841462940186634
2020-08-01,2330,Taiwan,105963468000,7,2020,,-12.338344055526829
2020-09-01,2330,Taiwan,122878244000,8,2020,,15.96283730540038
2020-10-01,2330,Taiwan,127584492000,9,2020,,3.8300091593105767
2020-11-01,2330,Taiwan,119302707000,10,2020,,-6.491216032744795
2020-12-01,2330,Taiwan,124865438000,11,2020,,4.6627030851864815
2021-01-01,2330,Taiwan,117364912000,12,2020,13.601149158783654,-6.006887190032517
2021-02-01,2330,Taiwan,126749152000,1,2021,22.246643101599894,7.995779863065033
2021-03-01,2330,Taiwan,106533690000,2,2021,14.06854597964382,-15.94918915118264
2021-04-01,2330,Taiwan,129127388000,3,2021,13.748981794764802,21.20803099939559
2021-05-01,2330,Taiwan,111314794000,4,2021,15.951011718849761,-13.794590191818944
2021-06-01,2330,Taiwan,112359668000,5,2021,19.76215481276129,0.9386658883813848
2021-07-01,2330,Taiwan,148470660000,6,2021,22.82708522496504,32.13874928857925
2021-08-01,2330,Taiwan,124557799000,7,2021,17.547869422318275,-16.106118878975817
2021-09-01,2330,Taiwan,137427162000,8,2021,11.840108978119845,10.332041111291623
2021-10-01,2330,Taiwan,152685418000,9,2021,19.67396319609127,11.102794948206828
2021-11-01,2330,Taiwan,134539477000,10,2021,12.771520766917721,-11.884527833561688
2021-12-01,2330,Taiwan,148267599000,11,2021,18.74190438510295,10.20378724974529
2022-01-01,2330,Taiwan,155382230000,12,2021,32.39240532127694,4.798506921259316
2022-02-01,2330,Taiwan,172176110000,1,2022,35.840048854922514,10.808108494774471
2022-03-01,2330,Taiwan,146933238000,2,2022,37.92185176351255,-14.661076963581065
2022-04-01,2330,Taiwan,171966525000,3,2022,33.17587203111396,17.037184602166057
2022-05-01,2330,Taiwan,172561382000,4,2022,55.02106755010479,0.34591441561082625
2022-06-01,2330,Taiwan,185705425000,5,2022,65.27765550179447,7.617024648075654
2022-07-01,2330,Taiwan,175874001000,6,2022,18.457074953394837,-5.294096281786064
2022-08-01,2330,Taiwan,186762689000,7,2022,49.940582203126425,6.1911868372176215
2022-09-01,2330,Taiwan,218132391000,8,2022,58.72582088248319,16.796557260963407
2022-10-01,2330,Taiwan,208247663000,9,2022,36.39001400906536,-4.531526911104189
2022-11-01,2330,Taiwan,210265633000,10,2022,56.28545441721913,0.9690240797564087
2022-12-01,2330,Taiwan,222705993000,11,2022,50.20543564612523,5.916497062551351
2023-01-01,2330,Taiwan,192560242000,12,2022,23.92681067841542,-13.53612024261961
2023-02-01,2330,Taiwan,200050544000,1,2023,16.189489935624636,3.8898486635678298
2023-03-01,2330,Taiwan,163174097000,2,2023,11.053223369378129,-18.433564969460914
2023-04-01,2330,Taiwan,145408332000,3,2023,-15.443815591435605,-10.887613491741888
