date,eps
2020-03-31,0.26
2020-06-30,1.01
2020-09-30,1.0
2020-12-31,0.84
2021-03-31,0.04
2021-06-30,1.49
2021-09-30,0.3
2021-12-31,1.93
2022-03-31,-0.31
2022-06-30,1.53
2022-09-30,1.33
2022-12-31,1.46
2023-03-31,0.06
2023-06-30,1.16
2023-09-30,1.67
2023-12-31,1.18
2024-03-31,1.24
2024-06-30,1.55
2024-09-30,1.47
2024-12-31,1.85
2025-03-31,1.85
2025-06-30,2.2
2025-09-30,2.36
2025-12-31,2.61
