date,stock_id,country,revenue,revenue_month,revenue_year,yoy,mom
2020-01-01,3324,Taiwan,916446000,12,2019,,
2020-02-01,3324,Taiwan,739828000,1,2020,,-19.27205749165799
2020-03-01,3324,Taiwan,571858000,2,2020,,-22.70392577734284
2020-04-01,3324,Taiwan,930174000,3,2020,,62.658212353416396
2020-05-01,3324,Taiwan,1034502000,4,2020,,11.215966045062542
2020-06-01,3324,Taiwan,923977000,5,2020,,-10.683884613079531
2020-07-01,3324,Taiwan,1029472000,6,2020,,11.417491993848339
2020-08-01,3324,Taiwan,1124515000,7,2020,,9.232208355351101
2020-09-01,3324,Taiwan,1003321000,8,2020,,-10.777446276839353
2020-10-01,3324,Taiwan,1206077000,9,2020,,20.208487612638425
2020-11-01,3324,Taiwan,1153337000,10,2020,,-4.372855132798326
2020-12-01,3324,Taiwan,1225296000,11,2020,,6.239199817572838
2021-01-01,3324,Taiwan,1265436000,12,2020,38.08080345159453,3.2759431190504174
2021-02-01,3324,Taiwan,1341057000,1,2021,81.2660510280768,5.975884991417968
2021-03-01,3324,Taiwan,862613000,2,2021,50.84391579727834,-35.676634177369046
2021-04-01,3324,Taiwan,1226799000,3,2021,31.88919492482052,42.21893247609299
2021-05-01,3324,Taiwan,1026807000,4,2021,-0.7438361646473379,-16.3019369921234
2021-06-01,3324,Taiwan,950803000,5,2021,2.9033190220102867,-7.401975249487003
2021-07-01,3324,Taiwan,996748000,6,2021,-3.178716856796493,4.832231282400246
2021-08-01,3324,Taiwan,1084115000,7,2021,-3.5926599467325904,8.765204444854668
2021-09-01,3324,Taiwan,1266157000,8,2021,26.196601087787453,16.791761021662822
2021-10-01,3324,Taiwan,1299469000,9,2021,7.7434525324668435,2.630953349387166
2021-11-01,3324,Taiwan,1205791000,10,2021,4.548020223057092,-7.208944576592435
2021-12-01,3324,Taiwan,1479978000,11,2021,20.78534492889881,22.739181168212408
2022-01-01,3324,Taiwan,1505927000,12,2021,19.00459604436733,1.7533368739265143
2022-02-01,3324,Taiwan,1484808000,1,2022,10.719231173619015,-1.4023920150179947
2022-03-01,3324,Taiwan,965871000,2,2022,11.97037373654235,-34.9497712835599
2022-04-01,3324,Taiwan,1333063000,3,2022,8.66189163832054,38.016670963306694
2022-05-01,3324,Taiwan,962736000,4,2022,-6.239828906503364,-27.780157426918308
2022-06-01,3324,Taiwan,1087849000,5,2022,14.41371135766294,12.99556680128302
2022-07-01,3324,Taiwan,1256297000,6,2022,26.03958071649002,15.484501985110066
2022-08-01,3324,Taiwan,1183691000,7,2022,9.185003435982342,-5.779365866510866
2022-09-01,3324,Taiwan,1081318000,8,2022,-14.598426577430757,-8.648625359152007
2022-10-01,3324,Taiwan,1068953000,9,2022,-17.739245799630467,-1.1435118993672555
2022-11-01,3324,Taiwan,1043110000,10,2022,-13.491641586311387,-2.417599277049598
2022-12-01,3324,Taiwan,1237791000,11,2022,-16.36422973855016,18.66351583246253
2023-01-01,3324,Taiwan,1144349000,12,2022,-24.010327193814838,-7.549093506092708
2023-02-01,3324,Taiwan,923665000,1,2023,-37.79229368376248,-19.284676265719636
2023-03-01,3324,Taiwan,989233000,2,2023,2.4187495017450544,7.098677550843657
2023-04-01,3324,Taiwan,1365315000,3,2023,2.4193905314302544,38.017534797161034
2023-05-01,3324,Taiwan,861712000,4,2023,-10.493427066194682,-36.885480639998825
2023-06-01,3324,Taiwan,886746000,5,2023,-18.4862972710367,2.9051469632545457
2023-07-01,3324,Taiwan,849877000,6,2023,-32.35063046397468,-4.15778588231579
2023-08-01,3324,Taiwan,1072051000,7,2023,-9.431515488417164,26.141900533841955
2023-09-01,3324,Taiwan,1186156000,8,2023,9.695390255225567,10.64361676823211
2023-10-01,3324,Taiwan,1234989000,9,2023,15.532581881523333,4.11691210936842
2023-11-01,3324,Taiwan,1198024000,10,2023,14.851166224079915,-2.9931440684896837
2023-12-01,3324,Taiwan,1134393000,11,2023,-8.35342961776261,-5.311329322284031
2024-01-01,3324,Taiwan,1012516000,12,2023,-11.52034912426192,-10.743807481181566
2024-02-01,3324,Taiwan,1277332000,1,2024,38.28953137771811,26.154253364885104
2024-03-01,3324,Taiwan,734828000,2,2024,-25.71739923759114,-42.471651849323436
2024-04-01,3324,Taiwan,1137224000,3,2024,-16.7061081142447,54.76056982042057
2024-05-01,3324,Taiwan,1215790000,4,2024,41.09006257311027,6.908577377895653
2024-06-01,3324,Taiwan,1375562000,5,2024,55.124691850879515,13.141414224496017
2024-07-01,3324,Taiwan,1691726000,6,2024,99.05539272153501,22.984351123395385
2024-08-01,3324,Taiwan,1368352000,7,2024,27.63870375569819,-19.11503399486678
2024-09-01,3324,Taiwan,1424957000,8,2024,20.13234346915582,4.136727976427124
2024-10-01,3324,Taiwan,1424051000,9,2024,15.3088003212984,-0.0635808659489423
2024-11-01,3324,Taiwan,1395643000,10,2024,16.495412445827462,-1.9948723746551211
2024-12-01,3324,Taiwan,1370207000,11,2024,20.78768116516938,-1.822529113820659
2025-01-01,3324,Taiwan,1359779000,12,2024,34.29703826902488,-0.7610528920082849
2025-02-01,3324,Taiwan,1372849000,1,2025,7.4778522733322195,0.9611856044254186
