date,stock_id,country,revenue,revenue_month,revenue_year,yoy,mom
2020-01-01,1519,Taiwan,1605967000,12,2019,,
2020-02-01,1519,Taiwan,735811000,1,2020,,-54.18268245860594
2020-03-01,1519,Taiwan,424239000,2,2020,,-42.344025843592995
2020-04-01,1519,Taiwan,516662000,3,2020,,21.785597269463675
2020-05-01,1519,Taiwan,475168000,4,2020,,-8.031169313787345
2020-06-01,1519,Taiwan,662623000,5,2020,,39.45025759310392
2020-07-01,1519,Taiwan,670184000,6,2020,,1.1410711671644425
2020-08-01,1519,Taiwan,613204000,7,2020,,-8.502142695140435
2020-09-01,1519,Taiwan,918051000,8,2020,,49.7137983444335
2020-10-01,1519,Taiwan,849914000,9,2020,,-7.421918825860441
2020-11-01,1519,Taiwan,608406000,10,2020,,-28.41558087053514
2020-12-01,1519,Taiwan,650893000,11,2020,,6.983330210418703
2021-01-01,1519,Taiwan,1346437000,12,2020,-16.16035696872974,106.85996008560545
2021-02-01,1519,Taiwan,469183000,1,2021,-36.23593558671996,-65.15373537714724
2021-03-01,1519,Taiwan,417358000,2,2021,-1.621963091559242,-11.045796629460147
2021-04-01,1519,Taiwan,709451000,3,2021,37.31433703272158,69.98619889878712
2021-05-01,1519,Taiwan,683460000,4,2021,43.835443464206335,-3.6635370166509085
2021-06-01,1519,Taiwan,723841000,5,2021,9.238737562686472,5.908319433470877
2021-07-01,1519,Taiwan,971935000,6,2021,45.02509758514079,34.27465424036493
2021-08-01,1519,Taiwan,641898000,7,2021,4.679356299045678,-33.956694634929285
2021-09-01,1519,Taiwan,705918000,8,2021,-23.106886218739486,9.973547199087696
2021-10-01,1519,Taiwan,634517000,9,2021,-25.343387683930374,-10.11463087780734
2021-11-01,1519,Taiwan,567140000,10,2021,-6.7826418542880855,-10.618628027302657
2021-12-01,1519,Taiwan,870436000,11,2021,33.729507000382554,53.47815354233523
2022-01-01,1519,Taiwan,1624957000,12,2021,20.685706052344077,86.68311053311216
2022-02-01,1519,Taiwan,300184000,1,2022,-36.01984726641844,-81.5266496282671
2022-03-01,1519,Taiwan,525084000,2,2022,25.811413702385,74.9207152946193
2022-04-01,1519,Taiwan,570125000,3,2022,-19.63856559508691,8.577865636736215
2022-05-01,1519,Taiwan,488370000,4,2022,-28.544464928452285,-14.339837754878316
2022-06-01,1519,Taiwan,622040000,5,2022,-14.064000243147323,27.370641112271432
2022-07-01,1519,Taiwan,934679000,6,2022,-3.8331781446290125,50.26027265127644
2022-08-01,1519,Taiwan,353640000,7,2022,-44.907134778422744,-62.164550610423476
2022-09-01,1519,Taiwan,509820000,8,2022,-27.779147153068774,44.16355615880556
