date,eps
2020-03-31,4.51
2020-06-30,4.66
2020-09-30,5.3
2020-12-31,5.5
2021-03-31,5.39
2021-06-30,5.18
2021-09-30,6.03
2021-12-31,6.42
2022-03-31,7.82
2022-06-30,9.14
2022-09-30,10.83
2022-12-31,11.41
2023-03-31,7.98
2023-06-30,7.01
2023-09-30,8.14
2023-12-31,9.21
2024-03-31,8.7
2024-06-30,9.56
2024-09-30,12.55
2024-12-31,14.45
2025-03-31,13.95
2025-06-30,15.36
2025-09-30,17.44
2025-12-31,19.51
